Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Male,disloyal Customer,13,Business travel,Eco,846,2,2,2,3,5,2,2,5,1,2,3,4,4,5,6,21.0
Female,Loyal Customer,46,Business travel,Business,1201,4,4,4,4,5,3,3,4,4,4,4,4,4,3,3,0.0
Female,Loyal Customer,46,Business travel,Business,1124,5,5,5,5,3,4,5,3,3,4,3,4,3,5,3,8.0
Male,Loyal Customer,56,Business travel,Business,1962,4,3,3,3,3,4,3,4,4,4,4,2,4,3,0,0.0
Female,Loyal Customer,58,Personal Travel,Eco,325,3,4,3,3,2,5,1,5,5,3,5,5,5,1,12,6.0
Male,Loyal Customer,27,Personal Travel,Eco Plus,867,2,3,2,1,2,2,2,2,4,4,4,1,1,2,0,0.0
Male,Loyal Customer,59,Personal Travel,Eco,177,3,5,3,3,2,3,2,2,5,3,2,1,5,2,58,53.0
Female,Loyal Customer,42,Personal Travel,Business,806,3,5,3,4,1,5,4,4,4,3,4,3,4,4,26,21.0
Female,Loyal Customer,40,Business travel,Business,3918,1,0,0,3,5,3,3,3,3,0,3,1,3,4,0,0.0
Female,Loyal Customer,67,Personal Travel,Business,341,2,5,2,3,2,5,4,3,3,2,3,3,3,4,0,0.0
Female,Loyal Customer,45,Personal Travel,Eco,302,1,5,1,4,4,4,5,3,3,1,3,3,3,3,0,0.0
Female,disloyal Customer,80,Business travel,Business,235,4,4,4,3,5,4,4,5,5,4,5,1,5,5,13,0.0
Male,Loyal Customer,42,Business travel,Business,1887,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0.0
Male,Loyal Customer,31,Personal Travel,Eco,1120,2,4,2,2,2,2,2,2,4,3,4,5,5,2,0,0.0
Female,Loyal Customer,41,Personal Travel,Eco,1389,3,5,3,2,3,3,3,3,3,1,5,3,4,3,12,0.0
Female,Loyal Customer,56,Business travel,Business,2273,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,10.0
Male,Loyal Customer,37,Personal Travel,Eco,337,2,5,2,4,1,2,1,1,3,5,4,5,5,1,0,0.0
Male,Loyal Customer,28,Personal Travel,Eco,594,1,4,1,4,4,1,3,4,3,1,2,1,4,4,36,52.0
Female,Loyal Customer,15,Personal Travel,Business,645,3,5,4,2,4,4,4,4,1,2,5,2,4,4,0,0.0
Female,Loyal Customer,17,Business travel,Business,1276,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0.0
Male,Loyal Customer,41,Personal Travel,Eco,258,3,1,3,4,3,3,3,3,4,1,4,1,3,3,22,8.0
Male,Loyal Customer,65,Personal Travel,Eco,491,3,4,3,4,4,3,4,4,4,3,4,4,3,4,0,0.0
Female,Loyal Customer,64,Personal Travel,Eco,2565,3,3,3,3,4,3,5,5,5,3,5,5,5,3,0,0.0
Female,Loyal Customer,46,Personal Travel,Eco,364,3,3,3,3,3,3,3,4,3,3,2,3,3,3,137,119.0
Female,Loyal Customer,35,Business travel,Business,2585,2,2,2,2,4,4,4,4,2,4,5,4,5,4,32,55.0
Female,Loyal Customer,47,Business travel,Business,300,1,2,2,2,1,4,4,1,1,1,1,4,1,2,0,0.0
Male,Loyal Customer,29,Business travel,Business,3931,2,2,2,2,2,2,2,2,3,5,3,1,4,2,0,1.0
Male,Loyal Customer,60,Business travel,Business,2908,1,1,1,1,5,4,5,3,3,3,3,3,3,4,0,1.0
Female,Loyal Customer,16,Personal Travel,Eco,545,3,2,3,2,1,3,1,1,1,3,3,1,2,1,3,0.0
Male,Loyal Customer,27,Business travel,Business,1440,2,2,2,2,4,4,4,4,4,3,4,3,5,4,15,28.0
Male,Loyal Customer,44,Personal Travel,Eco,748,3,5,3,4,3,3,3,3,3,4,4,5,4,3,0,0.0
Female,disloyal Customer,20,Business travel,Business,370,4,0,4,1,3,4,3,3,3,4,4,3,4,3,5,0.0
Male,Loyal Customer,42,Business travel,Business,2023,3,3,3,3,4,4,4,3,3,3,3,1,3,4,51,51.0
Male,Loyal Customer,57,Business travel,Eco Plus,342,3,4,4,4,4,3,4,4,3,2,3,4,3,4,18,25.0
Male,Loyal Customer,59,Personal Travel,Eco,1572,2,4,2,1,4,2,1,4,4,2,3,5,5,4,11,23.0
Male,Loyal Customer,44,Personal Travel,Eco,957,2,5,2,2,4,2,4,4,5,2,5,4,5,4,0,0.0
Male,Loyal Customer,41,Business travel,Eco,2174,2,5,2,5,2,2,2,2,3,2,3,3,3,2,7,5.0
Female,Loyal Customer,43,Personal Travel,Eco,967,4,2,4,4,3,3,3,3,3,4,3,4,3,1,0,0.0
Male,Loyal Customer,32,Business travel,Eco Plus,1947,1,4,1,1,1,1,1,1,3,1,4,3,4,1,0,0.0
Male,Loyal Customer,33,Business travel,Business,1566,2,3,3,3,2,2,2,2,2,2,4,1,3,2,0,0.0
Female,Loyal Customer,42,Business travel,Business,325,2,2,2,2,3,4,4,5,5,5,5,3,5,4,25,27.0
Male,Loyal Customer,67,Personal Travel,Eco,308,2,5,2,4,1,2,1,1,4,2,5,5,4,1,0,0.0
Male,Loyal Customer,37,Business travel,Business,209,4,2,2,2,4,4,4,3,3,3,4,2,3,1,0,11.0
Female,disloyal Customer,21,Business travel,Eco,679,5,5,5,1,4,5,4,4,4,3,4,3,2,4,56,44.0
Female,Loyal Customer,47,Business travel,Eco,179,4,1,1,1,2,3,3,4,4,4,4,1,4,4,43,29.0
Male,Loyal Customer,10,Personal Travel,Eco,696,1,5,1,3,5,1,4,5,5,2,5,4,4,5,0,0.0
Female,Loyal Customer,23,Personal Travel,Eco,1021,1,5,1,5,5,1,3,5,2,5,1,4,5,5,0,0.0
Male,Loyal Customer,51,Business travel,Business,1597,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,31.0
Male,Loyal Customer,31,Business travel,Eco,591,0,0,0,3,4,0,4,4,3,1,2,4,5,4,3,0.0
Female,Loyal Customer,39,Personal Travel,Eco,802,4,5,5,1,3,5,3,3,3,3,4,4,4,3,122,111.0
Female,Loyal Customer,41,Business travel,Eco,452,1,5,2,2,1,1,1,1,1,1,4,1,3,1,27,35.0
Female,Loyal Customer,25,Business travel,Business,484,4,1,1,1,4,4,4,4,3,3,3,2,3,4,0,10.0
Male,Loyal Customer,40,Business travel,Eco,674,5,3,3,3,5,5,5,5,4,5,1,5,4,5,5,4.0
Female,Loyal Customer,48,Personal Travel,Eco Plus,2311,2,5,2,3,2,4,5,3,3,2,3,4,3,4,38,22.0
Female,Loyal Customer,48,Business travel,Business,2486,1,4,1,4,2,4,3,1,1,2,1,2,1,4,0,0.0
Male,Loyal Customer,42,Personal Travel,Eco,511,3,4,3,2,5,3,1,5,5,3,4,3,4,5,0,0.0
Male,disloyal Customer,25,Business travel,Eco,1013,4,4,4,4,2,4,4,2,2,5,4,3,4,2,0,0.0
Female,Loyal Customer,34,Business travel,Business,1579,3,4,4,4,5,4,4,3,3,3,3,4,3,2,0,0.0
Male,Loyal Customer,33,Personal Travel,Eco,334,3,4,3,1,3,3,3,3,3,5,4,4,5,3,5,0.0
Female,Loyal Customer,56,Personal Travel,Eco Plus,1097,4,5,4,3,2,5,3,3,3,4,3,3,3,1,3,0.0
Male,Loyal Customer,36,Business travel,Business,2435,2,2,2,2,3,5,1,4,4,4,4,2,4,4,0,0.0
Male,Loyal Customer,50,Business travel,Business,1947,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0
Male,Loyal Customer,53,Business travel,Business,2712,2,2,2,2,3,5,4,4,4,4,4,4,4,3,1,0.0
Female,Loyal Customer,61,Business travel,Business,176,3,5,5,5,1,4,3,1,1,1,3,2,1,2,0,0.0
Male,Loyal Customer,56,Personal Travel,Eco,507,5,5,5,4,1,5,5,1,3,3,4,5,5,1,0,0.0
Male,Loyal Customer,39,Business travel,Business,1878,4,4,4,4,4,5,4,4,4,5,4,3,4,5,0,0.0
Female,Loyal Customer,40,Personal Travel,Eco,102,0,4,0,4,1,0,1,1,4,4,4,5,5,1,0,0.0
Female,Loyal Customer,39,Business travel,Business,2988,1,1,1,1,2,5,5,3,3,4,3,3,3,5,25,19.0
Female,Loyal Customer,44,Business travel,Business,3288,1,1,1,1,2,5,5,4,4,4,4,4,4,4,18,13.0
Male,disloyal Customer,30,Business travel,Eco,566,5,0,5,4,4,5,3,4,2,1,2,5,1,4,0,0.0
Male,Loyal Customer,41,Personal Travel,Business,250,2,4,2,1,4,4,5,3,3,2,1,5,3,5,0,0.0
Male,Loyal Customer,30,Personal Travel,Eco,404,4,3,1,3,2,1,2,2,3,5,2,2,5,2,0,0.0
Male,Loyal Customer,44,Business travel,Business,2248,4,2,4,4,5,5,4,5,5,5,5,5,5,5,0,0.0
Female,Loyal Customer,67,Personal Travel,Eco,452,3,4,3,2,5,4,4,1,1,3,1,5,1,4,10,0.0
Male,Loyal Customer,56,Business travel,Business,2434,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0.0
Female,Loyal Customer,69,Personal Travel,Eco,1726,4,4,4,3,5,4,5,3,3,4,5,4,3,4,8,0.0
Female,Loyal Customer,57,Business travel,Eco,842,5,2,2,2,3,3,4,5,5,5,5,2,5,4,16,1.0
Female,Loyal Customer,63,Personal Travel,Eco,679,1,1,1,3,5,3,3,3,3,1,3,4,3,3,0,0.0
Female,Loyal Customer,41,Business travel,Eco,1034,5,3,3,3,5,5,5,5,1,3,4,2,3,5,41,14.0
Female,Loyal Customer,33,Personal Travel,Eco,1464,1,4,1,4,1,3,3,3,5,3,5,3,4,3,177,152.0
Female,Loyal Customer,19,Business travel,Eco Plus,481,4,2,2,2,4,5,5,4,5,3,5,5,5,4,13,3.0
Female,Loyal Customer,37,Personal Travel,Eco,1276,2,4,2,4,2,2,2,2,5,3,3,5,5,2,0,0.0
Female,Loyal Customer,45,Business travel,Eco,1176,4,3,3,3,3,1,4,4,4,4,4,4,4,3,61,49.0
Male,Loyal Customer,17,Personal Travel,Eco,2139,4,5,3,4,3,3,3,3,4,4,3,5,4,3,11,0.0
Male,Loyal Customer,37,Personal Travel,Eco,253,3,3,3,3,2,3,5,2,1,4,4,4,1,2,0,0.0
Female,Loyal Customer,56,Business travel,Eco,266,4,2,2,2,1,1,3,3,3,4,3,4,3,4,0,0.0
Male,Loyal Customer,31,Business travel,Business,3935,5,5,5,5,4,4,4,4,4,1,2,2,5,4,55,48.0
Female,Loyal Customer,45,Business travel,Business,1816,0,0,0,1,5,4,4,4,4,4,4,4,4,3,1,0.0
Male,Loyal Customer,49,Business travel,Eco Plus,524,4,2,2,2,4,4,4,4,2,3,4,3,3,4,13,9.0
Female,disloyal Customer,42,Business travel,Eco,235,3,3,3,4,3,3,3,3,4,3,4,3,3,3,0,9.0
Female,Loyal Customer,45,Business travel,Business,2465,3,3,3,3,4,4,4,5,5,5,5,3,5,3,8,0.0
Male,Loyal Customer,41,Business travel,Eco,2607,4,1,3,1,4,4,4,4,4,2,4,1,4,4,0,0.0
Female,disloyal Customer,25,Business travel,Eco Plus,861,2,0,1,3,1,1,1,1,3,4,4,4,3,1,0,0.0
Male,Loyal Customer,33,Business travel,Eco Plus,353,0,0,0,4,5,0,5,5,1,4,4,3,2,5,0,0.0
Female,Loyal Customer,52,Business travel,Business,3488,2,4,2,2,1,5,2,5,5,5,5,3,5,4,0,0.0
Male,Loyal Customer,26,Business travel,Eco,862,4,1,1,1,4,4,5,4,2,2,3,2,2,4,0,0.0
Female,Loyal Customer,36,Business travel,Business,2196,2,2,1,2,2,3,4,3,3,3,2,2,3,4,0,0.0
Female,Loyal Customer,46,Business travel,Eco Plus,194,5,1,1,1,1,2,4,5,5,5,5,5,5,3,22,26.0
Female,Loyal Customer,37,Business travel,Eco,184,1,1,1,1,1,1,1,1,1,3,3,4,4,1,0,2.0
Female,Loyal Customer,31,Business travel,Business,1005,1,3,3,3,1,1,1,1,4,4,3,3,3,1,0,0.0
Female,Loyal Customer,58,Personal Travel,Eco,781,2,5,2,2,2,2,1,5,5,2,5,2,5,2,0,0.0
Male,Loyal Customer,53,Business travel,Business,328,0,0,0,3,4,5,5,2,2,2,2,5,2,4,0,0.0
Female,Loyal Customer,28,Business travel,Business,2320,3,3,3,3,3,4,3,3,3,5,5,3,4,3,39,35.0
Female,Loyal Customer,72,Business travel,Business,1793,2,2,2,2,1,1,2,1,1,1,2,2,1,4,0,51.0
Female,Loyal Customer,35,Business travel,Business,190,2,2,2,2,4,2,4,5,5,5,5,3,5,1,0,0.0
Female,Loyal Customer,7,Personal Travel,Eco,231,1,5,1,1,4,1,2,4,5,4,5,3,3,4,0,0.0
Female,Loyal Customer,44,Business travel,Eco,145,4,5,5,5,2,5,2,4,4,4,4,3,4,1,2,0.0
Male,disloyal Customer,63,Personal Travel,Business,471,2,3,2,4,2,1,1,3,2,3,3,1,2,1,174,172.0
Male,Loyal Customer,51,Business travel,Business,3002,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0.0
Female,disloyal Customer,22,Business travel,Eco,2288,3,4,4,3,4,3,4,4,4,2,4,2,3,4,0,0.0
Male,Loyal Customer,54,Business travel,Business,3968,2,2,2,2,2,4,5,5,5,5,5,3,5,4,0,0.0
Female,Loyal Customer,51,Business travel,Eco,536,3,5,5,5,1,1,2,3,3,3,3,3,3,2,0,0.0
Male,Loyal Customer,39,Business travel,Business,328,1,1,1,1,4,4,4,5,5,4,5,3,5,4,0,0.0
Male,Loyal Customer,50,Business travel,Eco,584,5,1,1,1,5,5,5,5,4,1,3,3,1,5,0,0.0
Male,Loyal Customer,40,Business travel,Business,2189,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,2.0
Female,Loyal Customer,41,Business travel,Business,2072,3,3,2,3,2,4,4,4,4,4,4,4,4,4,26,32.0
Female,Loyal Customer,43,Business travel,Eco,533,4,5,5,5,5,2,5,4,4,4,4,4,4,2,15,20.0
Male,Loyal Customer,36,Business travel,Business,3468,5,5,5,5,4,5,5,5,5,5,5,4,5,3,8,2.0
Female,disloyal Customer,20,Business travel,Eco,1031,4,4,4,5,5,4,5,5,2,4,1,3,5,5,0,0.0
Female,Loyal Customer,28,Business travel,Business,1242,5,5,5,5,4,4,4,4,5,4,4,4,4,4,15,2.0
Female,Loyal Customer,33,Personal Travel,Eco,536,0,4,0,4,5,0,5,5,4,3,4,3,3,5,2,4.0
Female,Loyal Customer,44,Personal Travel,Eco,390,4,2,4,4,1,4,3,5,5,4,5,4,5,4,0,0.0
Male,Loyal Customer,44,Business travel,Business,2311,2,2,2,2,4,4,3,5,5,5,5,4,5,5,14,0.0
Female,Loyal Customer,68,Personal Travel,Eco Plus,1448,3,2,3,3,5,4,4,2,2,3,2,3,2,1,0,0.0
Male,Loyal Customer,54,Business travel,Business,1013,5,5,5,5,5,5,4,2,2,2,2,5,2,3,9,3.0
Male,Loyal Customer,38,Personal Travel,Business,1145,2,5,2,2,4,4,5,3,3,2,3,4,3,5,0,0.0
Female,Loyal Customer,45,Business travel,Business,3337,2,2,2,2,2,5,5,4,4,5,4,5,4,5,0,10.0
Male,Loyal Customer,57,Business travel,Eco,1535,1,2,2,2,1,1,1,1,3,2,2,3,3,1,0,10.0
Male,Loyal Customer,42,Business travel,Business,3745,1,4,4,4,3,3,3,1,1,1,1,3,1,2,26,32.0
Male,disloyal Customer,24,Business travel,Business,453,5,1,5,4,4,5,5,4,4,3,4,3,5,4,67,74.0
Female,Loyal Customer,59,Business travel,Business,1797,3,3,3,3,5,4,5,5,5,4,5,4,5,4,8,0.0
Male,Loyal Customer,11,Business travel,Business,525,1,1,1,1,4,4,4,4,1,1,2,5,4,4,0,0.0
Female,Loyal Customer,40,Business travel,Business,3096,2,2,2,2,4,5,5,4,4,4,4,4,4,1,0,8.0
Female,Loyal Customer,8,Personal Travel,Eco,696,3,4,3,1,1,3,1,1,5,4,4,5,4,1,17,15.0
Male,disloyal Customer,27,Business travel,Business,234,2,2,2,4,2,2,5,2,4,4,4,4,4,2,0,0.0
Female,Loyal Customer,25,Personal Travel,Eco,1089,3,3,3,5,5,3,4,5,4,1,2,5,2,5,0,0.0
Female,Loyal Customer,57,Business travel,Business,1576,4,4,4,4,2,4,4,2,2,2,2,3,2,4,0,0.0
Female,Loyal Customer,34,Personal Travel,Eco,1142,1,4,2,4,3,2,5,3,5,3,3,3,5,3,0,0.0
Male,Loyal Customer,47,Business travel,Business,2184,5,5,5,5,2,4,5,4,4,4,5,4,4,4,0,0.0
Female,Loyal Customer,56,Business travel,Business,224,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0.0
Female,Loyal Customer,27,Business travel,Business,2635,2,5,5,5,2,2,2,2,2,2,2,3,3,2,0,0.0
Male,Loyal Customer,52,Personal Travel,Eco,214,3,0,3,4,3,3,3,3,5,5,4,3,4,3,0,0.0
Male,Loyal Customer,45,Business travel,Business,3318,2,4,4,4,2,2,2,2,2,2,2,2,2,1,0,0.0
Male,Loyal Customer,48,Personal Travel,Business,181,2,4,2,1,5,2,1,1,1,2,4,2,1,3,0,0.0
Male,disloyal Customer,35,Business travel,Eco,404,2,1,2,3,1,2,1,1,1,5,3,1,4,1,38,29.0
Male,Loyal Customer,21,Personal Travel,Eco Plus,523,4,4,4,4,4,4,4,4,3,3,5,3,5,4,0,0.0
Male,Loyal Customer,67,Business travel,Business,1650,3,4,4,4,5,1,1,3,3,2,3,4,3,3,47,38.0
Male,Loyal Customer,16,Personal Travel,Eco,696,3,4,3,1,1,3,1,1,3,5,5,3,5,1,0,11.0
Male,Loyal Customer,33,Personal Travel,Eco,212,2,2,2,3,5,2,5,5,3,4,2,4,2,5,18,14.0
Male,Loyal Customer,35,Business travel,Eco,775,4,2,3,3,4,4,4,4,5,4,3,5,5,4,0,0.0
Male,Loyal Customer,47,Business travel,Business,396,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0
Male,Loyal Customer,32,Business travel,Eco Plus,306,1,2,2,2,1,1,1,1,4,4,3,3,4,1,14,26.0
Male,disloyal Customer,28,Business travel,Eco,851,3,3,3,5,1,3,1,1,1,1,3,5,5,1,37,32.0
Male,Loyal Customer,28,Personal Travel,Business,303,3,5,3,5,4,3,4,4,5,2,4,5,5,4,0,0.0
Female,Loyal Customer,35,Personal Travel,Eco,1947,4,4,4,2,2,4,2,2,3,2,3,3,5,2,11,0.0
Female,Loyal Customer,39,Business travel,Eco,408,1,1,1,1,1,1,1,1,1,4,4,1,4,1,0,0.0
Male,Loyal Customer,48,Business travel,Business,1881,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0
Male,Loyal Customer,44,Business travel,Business,3034,3,3,3,3,5,4,5,4,4,5,4,4,4,4,0,0.0
Male,Loyal Customer,44,Personal Travel,Eco,707,3,4,3,3,1,3,1,1,5,4,5,4,5,1,0,0.0
Male,Loyal Customer,54,Business travel,Business,1587,5,5,5,5,5,5,5,4,4,4,4,5,4,4,26,33.0
Female,Loyal Customer,24,Personal Travel,Eco,120,2,4,0,3,4,0,4,4,2,4,3,1,4,4,0,0.0
Female,Loyal Customer,41,Personal Travel,Eco,899,1,4,1,5,1,1,1,1,5,5,4,5,5,1,0,0.0
Female,Loyal Customer,36,Business travel,Business,2672,2,2,2,2,5,4,3,2,2,2,2,4,2,2,5,0.0
Female,Loyal Customer,47,Business travel,Business,1986,4,3,4,4,2,5,5,4,4,4,5,4,4,5,0,0.0
Female,Loyal Customer,57,Business travel,Eco,748,3,4,4,4,4,4,3,3,3,3,3,4,3,2,0,0.0
Male,disloyal Customer,39,Business travel,Eco,395,3,3,3,3,2,3,2,2,2,2,4,1,4,2,96,89.0
Female,disloyal Customer,25,Business travel,Business,1096,2,4,2,2,3,2,3,3,3,2,5,3,4,3,0,5.0
Male,Loyal Customer,8,Personal Travel,Eco,842,2,4,2,3,1,2,1,1,3,3,3,4,2,1,0,0.0
Female,Loyal Customer,43,Business travel,Business,2139,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,0.0
Male,Loyal Customer,56,Personal Travel,Eco,253,3,5,3,4,1,3,1,1,4,4,2,3,3,1,0,0.0
Male,disloyal Customer,15,Business travel,Eco,987,3,3,3,4,4,3,4,4,4,4,4,3,3,4,4,6.0
Male,Loyal Customer,42,Business travel,Eco,990,1,0,0,3,5,1,5,5,4,3,2,2,2,5,0,17.0
Female,Loyal Customer,40,Business travel,Business,2521,5,5,5,5,3,4,4,4,4,4,4,3,4,5,8,0.0
Male,Loyal Customer,46,Business travel,Business,2070,0,3,0,4,5,2,2,2,2,2,2,5,2,4,0,0.0
Female,Loyal Customer,55,Business travel,Eco,170,2,2,3,2,5,4,4,1,1,2,1,3,1,1,1,20.0
Male,Loyal Customer,32,Personal Travel,Eco,589,1,1,1,3,4,1,4,4,4,5,2,3,3,4,25,18.0
Male,Loyal Customer,27,Business travel,Business,1947,4,4,4,4,2,2,2,2,4,4,4,5,4,2,0,0.0
Male,Loyal Customer,39,Business travel,Business,1699,2,2,2,2,2,5,4,4,4,4,4,5,4,5,2,0.0
Male,Loyal Customer,55,Personal Travel,Eco,300,3,4,3,1,5,3,5,5,5,4,5,4,5,5,5,0.0
Male,Loyal Customer,50,Business travel,Business,3127,4,5,5,5,1,4,4,4,4,4,4,3,4,4,0,0.0
Male,Loyal Customer,50,Business travel,Business,3632,3,3,3,3,5,5,5,4,4,4,4,5,4,5,23,26.0
Male,Loyal Customer,42,Business travel,Business,1096,5,5,5,5,4,4,4,5,5,5,5,4,5,4,170,157.0
Male,Loyal Customer,68,Personal Travel,Eco Plus,1605,2,5,2,4,1,2,1,1,5,3,5,4,5,1,0,0.0
Male,Loyal Customer,31,Personal Travel,Eco Plus,1535,5,4,5,2,3,5,3,3,3,5,3,3,5,3,9,0.0
Female,Loyal Customer,43,Business travel,Business,3005,3,3,3,3,1,3,3,4,4,4,4,1,4,5,0,0.0
Female,Loyal Customer,53,Business travel,Eco,383,4,4,4,4,1,3,3,5,5,4,5,4,5,4,4,1.0
Male,Loyal Customer,44,Business travel,Eco Plus,1055,2,3,3,3,2,2,2,2,2,4,4,4,3,2,0,0.0
Female,disloyal Customer,24,Business travel,Eco,624,5,5,5,3,4,5,4,4,5,2,5,4,5,4,0,0.0
Female,Loyal Customer,34,Personal Travel,Business,1069,3,4,3,3,3,4,5,1,1,3,3,5,1,4,0,0.0
Female,Loyal Customer,59,Business travel,Eco Plus,996,1,1,1,1,3,3,4,1,1,1,1,1,1,4,3,0.0
Male,disloyal Customer,23,Business travel,Eco,95,2,2,2,2,5,2,5,5,1,2,3,1,2,5,81,81.0
Male,Loyal Customer,51,Business travel,Eco Plus,416,2,3,3,3,2,2,2,2,2,2,4,4,3,2,0,0.0
Male,Loyal Customer,31,Business travel,Business,1939,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0
Female,Loyal Customer,32,Business travel,Eco,950,3,5,5,5,3,3,3,3,2,3,3,2,4,3,14,8.0
Female,Loyal Customer,21,Personal Travel,Eco,594,2,3,2,3,3,2,3,3,2,1,4,3,2,3,6,27.0
Female,Loyal Customer,43,Business travel,Business,3047,2,2,2,2,1,1,1,3,3,3,3,3,3,3,39,20.0
Female,disloyal Customer,21,Business travel,Eco,89,1,2,1,3,1,1,1,1,3,2,4,2,3,1,0,0.0
Male,disloyal Customer,37,Business travel,Business,991,1,1,1,3,5,1,5,5,5,4,5,4,5,5,1,0.0
Female,disloyal Customer,35,Business travel,Eco,795,3,3,3,3,4,3,4,4,1,2,2,4,2,4,4,38.0
Male,disloyal Customer,23,Business travel,Business,1020,4,5,4,1,4,4,4,4,3,4,5,3,5,4,0,0.0
Male,disloyal Customer,46,Business travel,Business,1440,3,4,4,2,4,3,4,4,4,3,5,5,4,4,41,36.0
Male,Loyal Customer,40,Business travel,Business,2917,0,0,0,1,5,5,4,3,3,3,3,4,3,3,0,0.0
Male,Loyal Customer,41,Business travel,Business,683,2,2,2,2,5,5,5,4,4,4,4,3,4,5,15,0.0
Male,Loyal Customer,40,Business travel,Business,649,5,5,5,5,4,5,5,3,3,3,3,4,3,3,0,0.0
Male,Loyal Customer,26,Business travel,Eco,1013,1,2,2,2,1,1,2,1,2,4,3,1,4,1,0,0.0
Male,Loyal Customer,48,Business travel,Business,1783,4,4,4,4,4,5,4,5,5,5,5,4,5,4,1,0.0
Female,Loyal Customer,26,Business travel,Business,368,2,2,4,2,5,5,5,5,4,4,5,3,4,5,0,0.0
Male,Loyal Customer,34,Business travel,Business,3808,4,4,4,4,1,3,3,4,4,4,4,3,4,5,46,41.0
Male,Loyal Customer,26,Business travel,Business,3484,2,2,2,2,5,5,5,5,3,5,4,4,4,5,0,0.0
Female,Loyal Customer,55,Business travel,Business,427,2,2,2,2,3,4,4,4,4,4,4,5,4,3,48,46.0
Male,Loyal Customer,43,Business travel,Eco,427,2,4,4,4,2,2,2,2,4,1,2,2,3,2,0,13.0
Male,Loyal Customer,41,Business travel,Business,214,1,1,1,1,2,1,5,5,5,4,5,2,5,3,114,125.0
Male,Loyal Customer,61,Personal Travel,Eco,606,1,4,1,2,1,1,1,1,5,4,5,5,5,1,70,61.0
Female,disloyal Customer,50,Business travel,Eco,480,2,0,2,4,4,2,4,4,1,3,1,1,5,4,1,0.0
Male,Loyal Customer,49,Business travel,Business,2799,4,4,5,4,5,5,4,5,5,5,5,5,5,4,0,0.0
Male,Loyal Customer,59,Business travel,Business,2053,4,4,4,4,2,4,4,4,4,4,4,5,4,4,8,0.0
Male,Loyal Customer,30,Personal Travel,Eco,1464,1,5,1,1,1,1,1,1,5,2,4,4,5,1,6,0.0
Male,Loyal Customer,56,Personal Travel,Eco,270,2,0,2,4,2,2,3,2,3,5,5,4,4,2,17,16.0
Male,disloyal Customer,35,Business travel,Eco,697,2,2,2,3,3,2,3,3,3,3,1,5,1,3,76,82.0
Male,Loyal Customer,59,Personal Travel,Eco,737,1,2,1,4,3,1,3,3,4,1,3,3,3,3,0,0.0
Female,Loyal Customer,36,Business travel,Eco Plus,397,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,0.0
Female,Loyal Customer,42,Business travel,Business,3645,1,1,3,1,2,3,2,5,5,5,4,1,5,1,0,12.0
Female,disloyal Customer,23,Personal Travel,Eco,748,3,4,3,2,2,3,2,2,5,1,5,2,2,2,21,0.0
Female,Loyal Customer,67,Personal Travel,Eco,282,2,4,2,3,3,4,5,5,5,2,5,3,5,3,12,0.0
Male,Loyal Customer,38,Business travel,Eco,844,2,5,5,5,2,2,2,2,3,3,3,4,4,2,64,42.0
Male,Loyal Customer,35,Business travel,Business,2106,1,1,1,1,3,5,5,5,5,5,5,3,5,5,0,0.0
Male,Loyal Customer,45,Business travel,Business,319,0,0,0,1,2,4,2,1,1,1,1,5,1,5,108,82.0
Female,disloyal Customer,23,Business travel,Eco,451,3,5,3,3,3,3,5,3,3,4,4,5,3,3,55,41.0
Male,Loyal Customer,49,Business travel,Business,1767,1,1,1,1,4,5,5,4,4,4,4,4,4,5,0,0.0
Female,Loyal Customer,58,Business travel,Business,731,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0.0
Male,Loyal Customer,64,Business travel,Eco,204,5,3,3,3,5,5,5,5,5,2,1,1,4,5,0,0.0
Female,Loyal Customer,13,Personal Travel,Eco,1709,4,2,4,4,5,4,5,5,4,1,3,4,3,5,0,0.0
Female,Loyal Customer,56,Business travel,Eco,199,5,2,2,2,1,2,1,5,5,5,5,3,5,5,0,0.0
Female,Loyal Customer,13,Personal Travel,Eco,1237,2,2,2,2,2,2,2,2,2,3,1,4,1,2,0,0.0
Female,Loyal Customer,42,Personal Travel,Eco Plus,1105,2,1,2,2,5,1,2,2,2,2,2,1,2,2,0,0.0
